total_tasks,completed_tasks,assigned_time_minutes,actual_time_minutes,productivity_score
6,3,2520,3400,59.65
11,0,3960,3132,50.57
8,7,2880,3490,85.51
19,19,6840,7587,96.06
10,2,4200,4958,45.88
6,3,2160,2799,60.87
18,7,4320,2392,95.57
16,14,3840,3888,92.01
9,0,3240,4660,27.81
7,5,2520,1846,97.46
12,9,4320,5378,77.13
7,3,2100,2527,58.96
17,5,5100,3997,68.69
13,5,4680,4725,62.7
10,4,3600,3621,63.77
6,4,1440,898,100.0
18,3,8640,4543,86.07
15,2,6300,4349,65.94
11,7,5280,3861,92.88
8,6,2880,3486,78.05
18,17,5400,7762,84.49
5,4,1800,1587,93.37
15,14,4500,4039,100.0
14,11,4200,5892,75.66
9,9,4320,2885,100.0
17,7,5100,6292,57.13
6,3,2880,4255,57.07
9,5,2160,1140,100.0
7,5,2940,2433,91.19
9,7,2160,1134,100.0
16,13,6720,5349,99.0
6,4,2880,2769,81.6
17,7,5100,7353,52.45
8,3,2880,3951,51.66
20,20,7200,6415,100.0
6,1,1440,1930,39.84
8,1,1920,2158,43.09
7,4,3360,4955,61.41
5,5,1800,2506,88.73
16,0,6720,6138,43.79
20,20,8400,8218,100.0
17,9,6120,7975,62.46
17,3,4080,4910,43.83
9,5,3780,5525,60.7
18,14,4320,2175,100.0
8,5,2880,2009,94.84
6,4,2880,2003,97.51
11,0,4620,3516,52.56
17,4,6120,4215,72.2
9,6,3780,4835,71.27
17,11,4080,2484,100.0
14,0,5040,2706,74.5
5,3,1500,1189,86.46
7,0,3360,2608,51.53
20,2,6000,5447,50.06
12,0,4320,4481,38.56
18,9,7560,5894,81.31
10,4,4800,3646,76.66
7,6,2940,2717,94.71
18,9,5400,4535,77.63
10,9,4200,4012,95.87
19,0,6840,6509,42.03
16,4,7680,7345,56.82
17,5,5100,6522,48.93
7,7,3360,3282,100.0
15,8,6300,8875,60.39
7,2,2100,2380,52.44
13,7,6240,3640,100.0
7,4,1680,2475,61.44
14,13,4200,3243,100.0
14,12,6720,7160,88.97
7,6,3360,2271,100.0
13,0,3120,3762,33.17
7,7,3360,4480,90.0
12,3,5040,6229,47.36
6,6,2880,2671,100.0
10,8,3000,1623,100.0
10,1,4800,3907,55.14
20,4,7200,8599,45.49
17,10,6120,6531,72.78
13,4,5460,6921,50.02
11,11,4620,6742,87.41
7,4,2520,1674,94.5
14,8,5040,6051,67.6
18,4,8640,10160,47.35
19,10,7980,10392,62.29
13,3,3120,1827,82.15
8,1,1920,2742,35.51
11,5,3300,2050,91.66
18,17,6480,7718,90.25
10,5,2400,3462,57.73
7,2,3360,2386,73.47
15,12,6300,8570,77.4
10,10,4800,5639,94.05
8,1,3840,2907,60.34
7,6,2520,1853,100.0
16,1,4800,4818,43.6
20,10,6000,3175,100.0
11,10,2640,2389,98.75
19,3,5700,7362,40.44
7,2,1680,993,84.82
5,3,2100,2067,76.64
9,0,2700,3063,35.26
10,3,4200,4936,52.04
16,1,4800,6748,32.2
8,3,3360,2672,72.8
13,0,5460,5413,40.35
15,10,4500,4563,79.45
7,1,3360,4071,41.59
9,1,3240,2317,62.6
19,4,9120,11750,43.68
14,13,6720,7771,90.3
16,0,3840,5104,30.09
11,4,3960,4999,53.5
10,10,3600,3984,96.14
7,0,3360,2399,56.02
16,14,6720,5217,100.0
18,4,5400,3494,75.15
10,10,4800,2624,100.0
15,2,3600,2748,60.4
18,18,8640,11496,90.06
12,2,5760,5413,52.56
9,0,3780,3004,50.33
16,12,4800,6274,75.6
11,5,2640,3813,54.97
6,5,1440,1148,100.0
16,7,4800,4252,71.41
9,8,2700,1963,100.0
19,16,7980,9272,84.95
19,14,9120,5781,100.0
7,4,3360,3429,73.48
9,6,4320,3086,95.99
5,3,1200,1231,74.99
13,6,4680,5237,63.44
9,6,2700,1483,100.0
5,2,2400,1435,90.9
8,2,2400,1991,63.22
7,3,2940,3746,57.11
7,5,3360,1942,100.0
18,6,4320,6073,48.45
18,8,5400,6845,58.22
10,6,4800,4874,75.39
11,7,4620,5397,72.42
18,5,6480,9246,44.7
9,0,4320,2570,67.24
16,12,3840,5244,74.29
18,14,8640,9015,85.0
14,6,5040,5645,61.43
8,4,2880,1909,90.35
7,4,1680,2279,63.77
9,5,3780,2531,93.07
19,9,7980,8088,67.89
13,5,5460,7168,53.55
12,9,2880,4062,73.36
20,18,8400,10527,85.92
20,14,7200,4548,100.0
12,8,3600,1933,100.0
19,18,9120,9447,95.46
11,9,5280,3347,100.0
11,5,4620,5604,60.25
12,5,5760,4068,81.64
14,14,5040,2735,100.0
17,12,8160,9429,76.97
17,8,6120,6850,63.97
15,11,5400,7563,72.56
19,10,4560,6330,60.39
11,9,4620,4067,94.53
16,2,5760,3839,67.52
12,0,3600,3562,40.43
17,6,6120,7526,53.7
18,7,6480,6376,63.99
9,8,3780,3695,94.25
8,7,1920,1691,97.92
14,0,3360,2792,48.14
16,1,7680,10506,32.99
14,10,6720,8372,74.96
20,11,6000,3672,98.36
12,9,5040,7067,73.53
19,8,7980,5532,82.96
13,8,5460,5770,74.77
8,2,2400,2169,59.26
11,8,5280,5341,83.18
13,7,5460,4708,78.7
20,9,7200,7780,64.02
7,7,2520,2197,100.0
11,11,3300,1948,100.0
11,7,3300,4368,68.4
17,4,5100,4643,58.05
9,7,2160,1615,100.0
18,13,7560,6336,91.06
19,15,7980,11881,74.23
5,1,1200,1384,46.68
19,7,9120,7237,72.51
11,2,4620,5847,42.52
18,11,8640,11617,66.42
20,7,6000,6954,55.51
5,0,1800,1207,59.65
6,4,2880,3625,71.78
8,4,2400,2016,77.62
5,0,1800,2124,33.9
11,1,3300,3359,44.75
9,9,3240,4126,91.41
9,5,3240,2533,84.5
14,0,6720,6693,40.16
20,5,8400,6344,67.96
17,12,7140,10382,69.86
12,9,3600,5122,73.11
15,2,6300,7505,41.58
13,10,6240,6020,87.62
7,0,2940,2370,49.62
16,2,6720,3969,75.22
15,7,5400,7625,56.33
13,13,5460,4408,100.0
11,4,5280,4709,66.67
17,6,6120,8791,49.02
11,8,5280,6292,77.2
11,8,3300,1737,100.0
20,8,8400,5870,81.24
16,3,6720,5300,61.97
9,6,3780,4388,74.46
14,0,6720,5767,46.61
6,6,2520,3455,89.18
18,4,8640,11841,42.52
20,1,7200,7445,41.68
9,4,2700,2183,76.14
11,11,4620,6023,90.68
11,8,2640,3029,78.5
17,8,5100,6157,61.37
18,17,5400,6987,87.58
20,18,7200,8874,86.45
13,4,6240,7679,50.97
18,2,4320,3635,54.2
14,9,6720,6638,79.07
5,3,1200,1388,70.58
15,0,7200,9632,29.9
13,7,3120,3173,71.64
10,10,3600,2709,100.0
7,2,3360,1681,97.1
19,17,9120,9635,91.55
16,9,3840,2272,100.0
9,4,3780,2405,89.54
17,2,7140,5347,60.47
20,11,9600,12551,63.6
7,1,2940,2416,57.25
12,2,5040,7284,37.68
8,4,2880,2478,76.49
6,4,2520,1416,100.0
12,0,3600,3394,42.43
7,1,2520,1638,70.11
7,3,2940,4047,54.77
16,7,3840,2921,78.83
17,3,7140,6617,53.75
7,2,3360,4253,48.74
13,3,3120,4207,43.51
20,18,7200,6060,100.0
16,1,7680,7435,45.07
7,7,3360,1888,100.0
19,10,7980,9988,63.54
6,4,2160,1603,93.9
5,4,1200,1133,90.37
5,2,2100,1833,69.83
13,5,4680,4727,62.68
19,3,5700,5322,52.31
13,12,4680,2521,100.0
9,2,4320,3392,64.28
14,12,5880,6813,85.95
10,10,3600,3054,100.0
6,0,1800,2116,34.03
8,2,2400,2287,56.98
11,6,2640,1769,92.42
10,0,3000,1941,61.82
5,1,1800,1135,75.44
20,4,6000,4506,65.26
18,9,4320,4878,65.42
20,12,7200,9214,67.26
20,14,4800,4719,82.69
17,14,5100,5533,86.28
14,8,5880,4553,85.94
5,1,1800,1964,48.66
13,11,4680,3934,98.35
10,6,3000,4424,63.12
9,9,3240,4802,86.99
10,10,4800,3793,100.0
19,14,4560,3428,97.42
13,6,6240,7197,62.37
10,9,4800,6252,84.71
14,5,4200,6119,48.88
18,17,7560,9136,89.77
9,0,2700,2332,46.31
8,3,2400,2413,62.28
10,4,3600,4411,56.65
9,3,4320,3484,69.6
16,16,5760,7899,89.17
20,8,9600,6626,81.95
5,3,2100,2826,65.72
18,0,4320,6053,28.55
5,5,1200,1632,89.41
6,5,2520,3393,79.71
16,0,3840,2512,61.15
13,4,4680,6013,49.59
18,5,4320,4574,54.45
11,6,3300,1956,100.0
8,1,3360,4731,35.91
17,13,4080,4168,85.04
9,5,2160,1524,90.03
6,2,1800,1647,63.72
5,1,2100,2485,45.8
11,0,3960,2420,65.45
17,2,8160,6142,60.2
15,1,4500,3839,50.89
18,10,5400,5785,70.67
10,10,4800,5136,97.38
12,8,3600,4091,75.2
8,3,2880,2694,65.26
17,11,6120,4645,91.53
8,8,1920,1740,100.0
13,7,6240,7617,65.08
20,3,6000,6241,47.46
6,2,1800,1933,57.25
15,4,6300,6202,56.63
17,10,4080,2052,100.0
17,7,5100,5475,61.97
18,0,4320,3822,45.21
15,5,5400,7507,48.77
16,1,6720,8138,36.78
11,3,4620,3067,76.62
7,3,3360,3577,63.29
5,3,1800,1028,100.0
13,9,6240,5983,83.26
18,5,6480,5036,68.14
12,3,3600,3303,58.6
8,3,3840,4249,58.65
16,5,5760,8417,46.12
7,3,3360,4507,55.53
13,11,3120,2503,100.0
13,10,5460,4331,96.58
19,15,9120,7137,98.48
17,6,4080,4825,55.0
19,4,4560,2620,82.25
9,2,4320,6050,41.9
14,3,5040,4800,54.86
14,11,6720,9587,75.18
12,7,5760,7132,67.31
14,11,5040,6771,76.92
15,14,7200,7218,95.9
7,7,1680,1562,100.0
5,0,1200,827,58.04
8,0,1920,1524,50.39
13,8,3900,5586,64.85
18,4,8640,9284,50.56
9,7,3780,4323,81.64
16,16,4800,3237,100.0
9,3,2700,3778,48.59
7,6,2520,2379,93.8
8,3,2400,1793,76.04
7,7,2520,1724,100.0
11,8,5280,7905,70.35
12,9,5760,3913,100.0
19,5,6840,7778,50.97
20,17,7200,3880,100.0
6,3,2520,1823,85.29
12,8,5040,5007,80.26
9,1,4320,5029,41.03
20,1,8400,7569,47.39
19,1,7980,4776,69.99
18,9,7560,6114,79.46
12,5,3600,4206,59.24
7,6,2100,2242,88.9
7,0,1680,1854,36.25
16,10,4800,2603,100.0
17,1,4080,5503,33.19
13,11,3120,4662,77.54
16,12,7680,7725,84.77
15,9,4500,5038,71.73
16,8,6720,8014,63.54
17,15,4080,4100,92.75
17,15,8160,5612,100.0
18,15,6480,9699,76.72
18,6,6480,3459,94.93
9,6,4320,5917,69.2
14,12,5880,3840,100.0
14,13,5880,5912,95.5
6,3,2160,2040,72.35
20,18,4800,5778,87.23
8,7,3360,4973,79.53
5,4,1500,2130,76.17
10,4,4800,4391,67.73
10,3,3600,5321,45.06
10,6,3600,4869,65.57
11,8,2640,3401,74.69
19,12,7980,7937,78.11
5,4,2400,2208,91.48
16,6,7680,5505,78.3
17,12,4080,5263,73.36
19,11,9120,10271,70.25
15,0,4500,5522,32.6
15,0,3600,5187,27.76
10,2,3600,5374,38.8
7,0,3360,4591,29.27
8,7,3840,1960,100.0
17,15,8160,7472,96.62
7,3,2100,2650,57.41
6,1,2160,2374,46.39
9,6,3780,3554,82.54
12,9,5040,3042,100.0
14,4,4200,4143,57.69
19,14,5700,4744,92.27
9,3,2700,2636,60.97
6,3,1440,1612,65.73
18,18,7560,5952,100.0
8,7,3360,4837,80.29
8,8,2400,3462,87.73
6,0,2160,3156,27.38
11,8,3960,3329,91.22
5,2,2400,1630,82.9
8,2,3840,2641,73.16
20,7,4800,4389,64.75
17,12,5100,4486,87.83
17,12,7140,5834,91.31
8,0,3360,2016,66.67
6,3,1440,2146,56.84
15,5,5400,5352,60.36
9,1,3780,2000,82.27
16,3,7680,9705,42.9
19,19,9120,12869,88.35
19,18,4560,5631,89.23
17,16,4080,5751,84.85
13,12,3900,3254,100.0
10,6,3000,2174,91.2
20,8,6000,3990,84.15
9,5,2160,1273,100.0
19,7,6840,4626,81.25
19,16,5700,5214,94.25
17,13,4080,2501,100.0
10,10,3600,2527,100.0
19,1,6840,3873,73.8
16,12,4800,6110,76.42
10,6,3600,4563,67.56
10,10,2400,1448,100.0
14,2,5880,5587,50.67
19,19,5700,3928,100.0
6,3,2160,2256,68.3
15,2,6300,3629,77.44
19,4,9120,8065,57.86
18,5,6480,6388,57.24
6,1,2880,2068,65.71
5,0,2400,3038,31.6
10,5,3600,2939,79.0
13,9,3900,2697,99.38
15,4,6300,5532,61.55
16,2,4800,5539,42.16
9,3,2700,3665,49.47
17,2,5100,2816,79.5
14,1,4200,2660,67.44
12,9,3600,3082,91.72
16,16,5760,5527,100.0
8,8,2400,1804,100.0
8,5,2880,1503,100.0
12,5,5040,7281,52.69
11,6,2640,2574,73.75
11,9,3960,3661,92.36
6,2,2520,3109,52.42
13,4,3900,5193,48.5
14,13,6720,8244,88.32
20,5,7200,6219,61.31
9,6,4320,4118,81.96
6,3,2520,1657,90.83
18,18,7560,5820,100.0
6,2,2160,1742,69.6
20,4,7200,3652,90.86
8,6,1920,2776,72.67
17,10,4080,5295,66.12
18,12,4320,4633,77.3
11,6,3960,5612,60.95
8,7,3840,3142,100.0
9,4,2700,3283,59.56
15,13,4500,3084,100.0
11,11,5280,4939,100.0
9,9,4320,5406,91.96
13,11,5460,4634,97.9
10,0,3600,2513,57.3
20,1,7200,4087,73.47
6,0,2160,1950,44.31
6,6,2520,1731,100.0
20,13,7200,7776,76.04
20,10,8400,6226,83.97
12,8,5760,7242,71.81
18,5,6480,3488,90.98
20,15,8400,5932,100.0
12,10,3600,3241,94.43
19,8,5700,5242,68.76
19,10,4560,4697,70.41
19,10,9120,5988,92.5
16,3,7680,5929,63.06
16,13,5760,5310,92.14
18,9,4320,5530,61.25
19,5,7980,8172,54.85
6,5,2520,3325,80.32
8,4,2400,2814,64.12
7,2,2940,3300,52.78
10,10,3000,2304,100.0
10,4,3000,1555,100.0
18,8,6480,5480,73.97
13,12,3120,3093,95.73
8,3,3360,2428,77.85
14,7,3360,2473,84.35
15,1,4500,4005,48.94
19,12,6840,9888,65.56
18,16,5400,5202,94.86
20,6,9600,11624,51.04
11,6,2640,1489,100.0
20,13,8400,9327,75.02
5,2,1800,1687,66.68
19,7,6840,9867,49.83
14,4,3360,2212,77.9
5,4,1200,795,100.0
12,0,4320,3999,43.21
14,14,5040,3808,100.0
12,4,3600,1921,94.96
12,5,4320,3532,73.92
7,6,1680,1430,98.42
14,4,5040,7173,45.25
20,17,7200,5194,100.0
19,17,6840,9317,83.05
11,8,2640,2582,84.53
14,7,6720,7615,65.3
16,1,7680,8977,37.97
19,13,5700,7404,71.85
8,6,3840,5334,73.8
8,7,3360,2884,99.1
17,6,4080,3618,66.28
6,4,2160,2134,80.49
6,3,1440,1356,72.48
17,9,5100,7374,59.43
6,6,1800,2259,91.87
14,7,6720,6425,71.84
6,6,2160,1970,100.0
13,6,4680,3823,76.66
12,0,5760,4017,57.36
18,8,5400,5783,64.02
20,13,8400,10292,71.65
14,9,5040,5993,72.21
20,3,6000,6039,48.74
8,4,3840,4324,65.52
11,1,2640,1929,60.2
16,10,6720,4025,100.0
15,5,5400,2984,92.39
13,10,5460,4030,100.0
20,4,4800,2926,77.62
8,4,3360,4767,58.19
15,11,7200,5088,100.0
11,7,3960,2702,96.81
10,8,2400,1481,100.0
15,7,3600,5003,56.78
15,13,3600,4529,83.8
6,1,2520,1553,74.91
13,1,3120,2707,50.72
18,14,7560,4457,100.0
17,13,6120,7040,80.66
6,2,1440,1334,63.18
20,6,6000,7131,51.66
6,3,2520,2126,77.41
6,3,2880,3499,62.92
18,11,8640,8464,77.5
8,1,3840,5711,34.4
16,12,3840,4678,77.83
16,8,4800,3003,93.94
18,1,5400,3740,61.09
18,17,5400,7034,87.37
13,3,4680,5464,48.11
20,19,6000,4595,100.0
19,14,7980,7131,88.97
12,0,4320,3434,50.32
13,8,6240,7259,71.31
14,3,6720,5132,65.23
12,6,3600,4075,65.34
19,6,7980,7214,63.19
8,2,2400,1206,94.6
6,2,1440,1275,65.18
10,7,3000,3031,81.59
14,0,3360,4829,27.83
8,4,3840,4975,60.87
18,10,4320,2787,95.34
15,6,6300,9156,51.52
10,5,3000,2897,71.42
19,16,4560,3009,100.0
10,3,4800,3287,76.41
19,1,7980,7965,43.23
20,17,8400,4735,100.0
14,8,4200,5788,63.31
15,7,5400,6017,63.9
9,8,3240,3131,94.73
19,14,4560,6262,73.34
10,5,3000,2580,76.51
19,17,5700,4874,100.0
8,0,1920,965,79.59
5,4,1500,1301,94.12
8,2,2880,3848,44.94
19,9,9120,13401,55.64
5,1,2400,2060,58.6
11,4,3300,3670,57.79
17,4,5100,3769,68.24
10,3,4800,6512,47.48
8,3,3360,2385,78.85
6,6,2520,1623,100.0
5,0,2400,2791,34.4
9,5,4320,3529,82.3
5,4,1800,2233,80.24
12,9,3600,3736,83.54
18,15,4320,4211,91.04
7,3,2940,3029,64.54
10,8,4200,3826,91.91
10,8,4800,3863,97.7
11,1,3960,5218,35.81
8,2,3360,3288,55.88
13,5,5460,3356,88.15
16,16,3840,3827,100.0
6,1,2520,2606,48.68
6,0,2160,2038,42.39
14,6,5040,4372,71.83
18,16,6480,3375,100.0
19,5,6840,9748,43.86
13,4,5460,6209,53.64
16,6,5760,7502,53.21
14,13,4200,6013,83.65
16,3,6720,8391,43.28
12,6,5040,7338,57.47
15,11,6300,4372,100.0
20,11,9600,8936,75.97
7,6,3360,4297,82.71
10,8,2400,2535,85.87
15,12,7200,10402,75.69
8,0,1920,1112,69.06
10,7,3600,3105,88.38
11,8,4620,5953,74.68
8,2,3360,4563,44.45
9,8,2160,1292,100.0
6,6,2160,1390,100.0
13,12,5460,6363,89.71
10,1,4800,2619,79.31
6,6,2520,3594,88.05
5,0,2100,2980,28.19
17,1,6120,4508,57.83
5,3,2100,2228,73.7
7,4,2940,1871,97.14
16,0,3840,1988,77.26
5,5,2400,2746,94.96
7,7,3360,2451,100.0
15,7,3600,1921,100.0
12,1,5040,6844,34.46
13,2,5460,5816,46.78
11,8,5280,7836,70.59
6,4,2160,2327,77.13
12,9,2880,2096,99.96
8,1,2880,2990,46.03
18,2,5400,3793,63.61
11,3,4620,6271,45.83
15,14,7200,5238,100.0
14,5,4200,4791,56.49
16,6,3840,5261,51.7
19,17,6840,3619,100.0
8,0,3840,5056,30.38
9,4,2700,2673,67.07
6,4,2520,1963,91.35
7,6,1680,1343,100.0
20,4,7200,3884,86.15
11,2,5280,5702,47.95
14,7,5040,6175,62.65
13,12,5460,4052,100.0
17,8,5100,6637,58.97
9,1,2700,3145,41.01
13,10,3900,3538,90.25
9,2,4320,3060,69.8
20,18,4800,6133,85.31
12,1,2880,4113,33.01
12,3,5760,4748,63.53
10,2,3600,4097,47.15
19,3,5700,4944,55.59
16,9,4800,4584,75.63
19,0,4560,4394,41.51
10,10,3000,2554,100.0
19,9,7980,5872,82.78
10,8,4200,3745,92.86
18,16,6480,8545,83.67
18,0,4320,5872,29.43
17,9,8160,8285,71.16
16,9,5760,3076,100.0
5,4,1500,803,100.0
5,1,1500,2053,41.23
20,0,8400,6645,50.56
9,2,3780,1954,90.71
16,1,6720,4143,68.63
14,2,5040,7094,36.99
20,20,4800,5587,94.37
9,0,3240,2754,47.06
16,10,3840,2398,100.0
20,3,4800,5746,42.41
14,7,4200,4417,68.03
11,11,3300,1843,100.0
10,1,4200,5903,34.46
19,7,4560,4084,66.77
12,8,5040,6490,71.06
18,8,7560,9753,57.67
18,1,6480,6822,41.33
16,0,4800,4957,38.73
6,2,2880,2566,64.89
6,2,1800,2232,52.26
16,4,6720,6093,59.12
5,0,1200,1075,44.65
18,18,7560,6723,100.0
18,12,8640,12026,68.74
7,7,2940,1966,100.0
13,1,3120,4032,35.57
7,7,1680,881,100.0
13,2,6240,6355,48.51
20,12,6000,3695,100.0
7,4,3360,3431,73.46
16,6,4800,3112,84.2
14,4,5880,5325,61.31
12,12,2880,2969,98.8
13,7,6240,5880,74.76
9,9,2160,3073,88.12
6,3,2160,2540,64.02
18,15,8640,9910,84.87
9,2,3780,5104,42.96
9,7,4320,2917,100.0
10,4,4200,5038,57.35
13,0,5460,4326,50.49
18,14,5400,2710,100.0
18,2,8640,5062,74.94
7,1,2520,1827,63.74
12,5,4320,4832,60.76
8,3,2880,2928,61.84
9,2,3780,3778,53.35
10,5,4200,4131,70.67
14,7,3360,4911,57.37
20,0,4800,4105,46.77
20,7,8400,12429,48.03
7,4,2100,2699,65.41
11,3,5280,3610,74.87
10,5,4800,5998,62.01
11,7,5280,6896,68.81
9,5,4320,2219,100.0
19,10,9120,9977,68.14
18,5,6480,9601,43.66
18,0,5400,3793,56.95
16,4,3840,3794,55.48
6,0,1440,733,78.58
7,6,2100,1949,94.53
10,5,4200,2435,98.99
20,17,8400,10480,83.06
10,1,3000,1594,81.28
5,0,2100,2995,28.05
6,0,1440,1771,32.52
17,12,4080,5644,71.27
18,12,4320,6406,66.97
20,0,6000,3794,63.26
12,7,4320,4472,73.64
7,5,1680,2147,74.16
14,1,5040,6519,35.21
9,4,4320,3211,80.48
16,3,4800,6470,40.93
7,0,1680,1506,44.62
5,5,1800,1758,100.0
12,0,5760,5752,40.06
10,10,3000,1551,100.0
6,2,2880,1856,82.07
17,12,5100,5388,80.21
16,9,6720,7083,71.7
10,4,3600,4341,57.17
18,7,8640,8027,66.39
7,4,2520,3357,64.31
15,12,7200,7242,87.77
14,6,5040,2839,96.73
18,3,6480,5746,55.11
18,15,4320,3570,98.4
14,12,4200,5134,84.15
15,15,5400,6925,91.19
18,4,8640,12430,41.14
8,7,3360,3788,87.98
7,7,2940,4312,87.27
6,2,2520,2257,64.66
15,8,5400,3822,88.51
12,6,4320,3493,79.47
11,11,3960,2840,100.0
8,5,3840,4147,74.54
17,0,5100,4662,43.76
17,5,8160,7903,58.95
14,10,5880,4320,97.3
8,3,2400,3157,52.91
14,11,6720,5839,93.18
5,2,1800,1896,61.97
18,12,4320,2902,99.55
13,5,6240,5047,72.53
5,3,1500,971,97.79
8,2,2880,2321,64.63
11,9,5280,5561,87.07
17,2,8160,11884,34.52
19,4,9120,5555,78.3
10,5,4200,3183,82.78
10,10,4800,6119,91.38
12,5,4320,4012,68.07
11,1,4620,6436,34.17
9,4,2160,2320,63.91
6,1,2160,3148,37.45
13,11,4680,3374,100.0
13,0,6240,7158,34.87
6,2,2520,2086,68.32
10,8,4200,4071,89.27
5,3,2100,1512,91.56
15,4,3600,2770,67.99
8,5,3840,3215,85.28
6,3,2520,1426,100.0
12,1,2880,3078,42.43
13,12,6240,8970,83.21
7,5,3360,5023,69.61
13,11,4680,6406,79.99
13,7,4680,5334,67.4
14,10,3360,3205,84.79
9,1,4320,2736,69.82
19,9,6840,5012,83.01
5,4,1200,931,99.56
9,6,3780,3979,78.0
19,19,4560,2941,100.0
15,9,7200,7948,72.24
18,10,6480,5331,81.95
20,18,4800,6846,82.05
11,1,3960,5672,33.38
16,6,7680,6896,67.05
5,3,1800,1569,81.89
20,9,6000,3722,91.48
18,14,6480,8504,77.15
11,0,4620,4052,45.61
14,4,4200,5155,49.73
15,7,5400,7032,58.72
14,12,5880,6845,85.79
8,4,1920,2553,60.08
20,17,9600,7767,100.0
20,1,8400,7145,50.03
14,9,6720,6768,78.29
9,4,2160,3225,53.46
14,8,4200,3072,88.97
17,5,7140,4102,87.27
14,2,3360,5016,35.37
16,7,7680,4203,99.34
20,7,6000,8370,49.67
14,4,5880,6671,52.4
7,3,1680,1375,74.59
13,11,6240,8644,79.64
9,1,3240,3472,43.99
20,19,9600,13753,84.92
11,3,4620,4056,61.93
7,1,2100,1193,78.98
8,5,2400,3103,68.44
5,4,2400,2555,85.57
5,2,1800,1094,89.81
20,5,6000,4836,64.63
19,19,6840,5757,100.0
10,9,3600,2027,100.0
13,6,3900,3899,67.7
17,6,7140,9681,50.68
12,9,5040,3588,100.0
11,0,3300,2256,58.51
18,13,6480,6027,86.34
5,4,1800,1670,91.11
7,2,2520,3529,45.71
18,8,4320,2160,100.0
11,3,2640,2038,68.18
6,6,2880,2136,100.0
5,2,1800,2265,55.79
19,15,5700,3913,100.0
17,2,4080,4675,41.97
8,4,3360,2001,97.17
11,7,3960,2093,100.0
17,4,5100,3132,79.25
8,3,1920,1498,73.77
16,7,6720,6773,65.94
11,5,4620,6314,56.54
12,2,5760,6107,47.73
10,0,2400,2998,32.02
15,8,3600,3055,79.14
8,5,3360,4655,66.37
17,5,7140,8205,52.46
20,19,9600,8431,100.0
7,4,2940,4035,63.43
8,6,3840,5071,75.29
8,1,3360,2096,71.62
18,12,7560,7551,80.05
8,2,1920,2027,52.89
6,5,1800,2636,77.31
8,7,3360,4160,84.81
16,11,7680,10106,71.65
16,11,3840,3869,80.95
9,8,3780,3597,95.37
12,1,4320,3054,61.58
10,8,2400,2289,89.94
19,10,7980,5244,92.45
11,2,3960,5496,39.73
6,6,2880,4234,87.21
8,8,2880,2407,100.0
12,10,3600,2193,100.0
17,4,6120,3305,88.19
8,6,2400,2444,84.28
12,8,2880,4205,67.4
16,9,5760,8125,62.11
8,0,2880,3942,29.22
19,7,4560,6054,52.23
14,12,6720,8802,81.97
6,3,2520,2758,66.55
5,4,1500,844,100.0
11,5,5280,7411,55.77
15,9,4500,4676,74.49
19,18,9120,9846,93.89
19,13,9120,5132,100.0
7,2,2520,3520,45.78
17,4,7140,10671,40.88
9,5,2160,1713,83.77
12,1,5760,5843,44.43
19,3,9120,12046,39.76
6,5,1440,1551,87.14
14,10,3360,2384,99.23
12,10,5760,6988,82.97
9,9,4320,2188,100.0
16,13,4800,5480,83.79
9,2,3780,2432,75.5
18,7,4320,4903,58.58
5,1,1800,1185,72.76
13,4,6240,5629,62.8
15,0,6300,4751,53.04
20,5,6000,8097,44.64
18,16,8640,11915,82.34
5,4,2100,2003,89.94
5,2,1500,1850,56.43
8,3,2400,1956,71.58
9,2,4320,4337,53.18
9,1,2700,1428,82.3
12,8,2880,3750,70.72
8,1,3840,4028,45.63
17,3,5100,3520,68.54
15,11,7200,10295,71.97
8,8,3840,5732,86.8
10,7,3000,4006,71.96
14,2,5040,7133,36.83
15,1,5400,5009,47.12
8,5,3360,4301,68.75
15,8,3600,2290,94.88
19,1,7980,7461,45.94
18,18,8640,10946,91.57
5,4,2400,1933,97.66
6,1,1440,1244,56.3
15,7,5400,2783,100.0
8,4,1920,2299,63.41
12,6,2880,1477,100.0
5,4,2400,2152,92.61
9,3,3780,3453,63.79
8,3,3840,2157,93.71
9,5,3780,4130,69.94
15,8,6300,5606,76.95
7,4,2100,2242,71.75
16,15,3840,4115,93.58
7,1,2100,1422,67.64
19,18,5700,5099,100.0
10,9,3600,3198,99.03
13,2,3120,2661,56.13
6,2,1440,1608,55.82
19,13,5700,8436,68.08
12,12,5760,7065,92.61
5,2,2100,1808,70.46
12,8,4320,2301,100.0
7,2,3360,3423,56.41
7,6,2940,4397,78.17
17,0,6120,5351,45.75
11,3,3300,3703,52.01
15,1,7200,5943,52.46
10,1,2400,2555,43.57
16,6,3840,4067,60.27
20,20,4800,6567,89.24
17,4,8160,5535,73.09
20,16,7200,8103,83.54
10,1,2400,2449,45.2
10,5,4800,4704,70.82
5,2,2100,2582,56.53
16,11,4800,3655,93.78
10,1,4200,3069,60.74
16,8,3840,3747,70.99
15,15,6300,4347,100.0
6,1,2520,2087,58.3
13,2,5460,7538,38.2
15,9,6300,5273,83.79
13,1,3120,2413,56.34
12,9,3600,5224,72.57
14,4,5880,6261,54.71
6,0,2880,1818,63.37
5,4,1500,1803,81.28
14,14,3360,3097,100.0
15,2,7200,8600,41.49
18,4,8640,12459,41.07
12,11,3600,2715,100.0
